"r_hn_true","r_hr_true","r_hn_err","r_hr_err","diff_hn","diff_hr","aic_hn_true","aic_hr_true","aic_hn_err","aic_hr_err"
4.17538054904277,4.29233097125157,4.47970905596969,4.78108265274631,0.304328506926918,0.488751681494748,760.824544044449,725.138457073005,780.06737862538,751.028682538062
4.51857873590413,4.38019247714593,4.81367683889862,4.92728869305726,0.295098102994496,0.547096215911339,769.625383040676,720.134306386245,782.571085234688,742.762156901386
4.4889656956144,4.4221805311006,4.79359935462341,4.89638386681357,0.304633659009004,0.474203335712971,777.513941711121,740.571310388637,793.935690557928,765.180034254437
4.2947858803636,3.98976394977266,4.5914811812083,4.50929489988154,0.296695300844699,0.51953095010888,792.787569260745,707.799421212538,806.096263753131,733.736852106516
4.59001630288821,4.26582203031022,4.91933909499856,4.90862640099523,0.329322792110347,0.642804370685007,817.132706157393,777.4369101408,835.68597696037,807.700807759337
4.08050053461452,4.19798192091244,4.38746771686422,4.73285273662767,0.306967182249701,0.534870815715235,733.169458334624,685.304680234949,755.50934749411,721.292087412445
4.19420680117147,4.21510908295779,4.48581131095848,4.74713232472062,0.291604509787007,0.532023241762825,753.254298735071,709.996033927391,771.600222818292,742.457005900955
4.28369315125787,4.39478291242271,4.57468406842558,4.85895324757944,0.29099091716771,0.464170335156733,758.115616996492,717.697449221852,776.029191263957,744.316370847509
4.0580323479743,4.15733917531309,4.40647420701387,4.77898693429458,0.348441859039569,0.621647758981483,745.75814252465,694.436242814146,765.992871535014,723.122658018306
4.63034460967374,4.56137807039375,4.92647770585356,5.15576185475878,0.296133096179822,0.59438378436503,762.162332249484,714.137059783527,773.14449645345,733.161883863155
4.40428355281939,4.40934282517322,4.72030379119482,4.89300039941363,0.316020238375432,0.483657574240401,766.599752067271,726.942298789063,779.262228155538,745.182053034245
4.38078093582236,4.30486681331839,4.64925566617263,4.77986805096373,0.268474730350268,0.475001237645337,776.084246734917,714.81783477952,790.580967308539,741.739180580798
4.17216922871951,4.21260986196451,4.45353916231039,4.69539393876761,0.281369933590878,0.482784076803098,748.789632058776,685.141779534785,764.524982300518,708.344362709434
4.53547891999266,4.58151074445757,4.88146058809199,5.09012385431422,0.345981668099332,0.508613109856652,813.108660985819,773.258426635143,834.385959896996,795.296209004577
4.43664028866747,4.33138012933961,4.73946817768975,4.84453616281586,0.302827889022281,0.513156033476254,802.50706033109,739.257003297808,820.405050575584,770.084370243128
4.41322658117457,4.44666761709309,4.68910855597183,4.88351178103015,0.275881974797259,0.436844163937065,781.00416027425,731.167840427987,796.789014937787,754.05238140726
4.52053382580883,4.35921197157647,4.81791700599759,4.95646034946595,0.297383180188758,0.597248377889475,800.54666328475,737.320253322371,812.903287418453,761.354355037474
4.68409413396713,4.38920066767717,4.98526760072257,4.90105146034896,0.301173466755438,0.511850792671788,817.348279759168,763.915321604924,837.009464434535,790.697806774162
4.09277487245077,4.29400823243304,4.44686449271405,4.8514467304644,0.354089620263272,0.557438498031362,745.516269537782,704.967208151528,762.030070760093,721.027603256627
4.80175481409294,4.61817019493574,5.06841379246187,5.22599092590451,0.266658978368922,0.607820730968771,836.409619011023,790.999140296888,842.715020769483,805.781681768085
4.34399869591431,4.40667464641721,4.62290276893882,4.88565547811531,0.278904073024514,0.478980831698093,777.482962390817,725.038209195954,794.904944339587,750.485379783
4.24898083455691,4.30812561312747,4.57567544318063,4.89888212622894,0.326694608623713,0.59075651310147,767.644385966159,720.467912440683,781.112709631117,742.944934411453
4.53423041783295,4.28081027553862,4.89319099249749,4.9274597979801,0.358960574664543,0.646649522441481,816.117634355615,742.705896125242,832.240939306392,776.192917625714
4.87958697162277,4.4495564947253,5.15819854617181,4.9004518525818,0.278611574549038,0.450895357856502,841.623534129498,774.694007115089,858.552453827893,799.484888721749
4.41320405123173,4.33065319261535,4.7106119312356,4.83973978569113,0.297407880003874,0.509086593075775,778.506198480856,715.825511611779,798.007436555112,742.63454352348
4.43056796440238,4.26544019781799,4.74133523901057,4.86427003161608,0.31076727460819,0.598829833798096,813.51256582646,761.935097566474,826.849836493825,786.412759374943
3.99137268444835,4.40913653529211,4.32034429792967,4.90634911193292,0.328971613481319,0.49721257664081,737.683809310179,708.20485766345,768.154839393064,741.850900363501
4.44097871626204,4.36762570803374,4.72845291219584,4.9477415012231,0.287474195933803,0.58011579318936,784.392639626339,736.439572028507,792.265961602742,748.277241591509
4.28798550796575,4.46801825316225,4.63081432434298,5.00942224532545,0.342828816377229,0.541403992163205,757.763584626199,734.500803176564,782.610671387337,761.723264319493
4.47261522841254,4.50392124571899,4.76516227861995,5.00947949219235,0.292547050207418,0.505558246473361,784.18927231201,745.18147907733,801.537180101478,770.430697366714
4.30880939147818,4.23843068830522,4.64936677787142,4.82034330527775,0.340557386393234,0.581912616972537,792.341134455417,743.659016519363,811.538289599642,771.523378096256
4.46435610405449,4.33112035266294,4.78531324328728,4.85800249900727,0.320957139232789,0.526882146344332,786.053845201355,737.524873771404,803.551535027065,763.136767750199
4.61773796630576,4.55429490973101,4.93233616686816,5.09665593121605,0.314598200562396,0.542361021485045,802.826318416186,757.120456541075,815.442916356418,782.806426993715
4.23193933368329,4.06563536340495,4.48240555541937,4.55573856767009,0.250466221736082,0.490103204265142,766.944079274536,717.443568599699,782.129046904971,745.220620228284
4.64245087644333,4.36515318123177,4.98681538664692,5.00448045227274,0.344364510203587,0.639327271040968,810.684117381126,779.841578655585,832.997774479893,808.299911176724
